track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
trk_1449,Post Malone,God's Echoes (Deluxe Edition),God's Echoes,84,258287,0,0.93,0.389,8,-10.44,0,0.139,0.44,0.2916,0.343,0.529,134.63,4,hip-hop
trk_1450,Bruno Mars,Lucid Plan (Deluxe Edition),Lucid Plan,83,200631,1,0.786,0.824,9,-10.22,0,0.137,0.094,0.0,0.255,0.449,158.25,4,r&b
trk_1451,Imagine Dragons,Levitating Chamber (Deluxe Edition),Levitating Chamber,56,192262,0,0.364,0.69,5,-4.14,0,0.315,0.123,0.0,0.158,0.168,142.43,4,rock
trk_1452,Billie Eilish,Levitating Echoes (Deluxe Edition),Levitating Echoes,73,238146,1,0.91,0.909,2,-6.43,1,0.114,0.527,0.0,0.209,0.357,106.48,4,alt-pop
trk_1453,The Weeknd,Espresso Hour (Deluxe Edition),Espresso Hour,46,199123,1,0.826,0.75,10,-5.42,1,0.071,0.197,0.0,0.293,0.568,98.0,4,pop
trk_1454,Eminem,Shape Summer (Deluxe Edition),Shape Summer,61,242743,0,0.742,0.611,8,-3.73,1,0.115,0.362,0.0,0.173,0.32,93.9,4,hip-hop
trk_1455,Bruno Mars,Die Heart (Deluxe Edition),Die Heart,100,240378,1,0.451,0.778,9,-11.16,1,0.093,0.557,0.0,0.172,0.753,141.17,4,r&b
trk_1456,Coldplay,Cruel Fantasy (Deluxe Edition),Cruel Fantasy,77,168583,0,0.827,0.379,11,-11.55,1,0.312,0.23,0.0108,0.285,0.716,154.71,4,rock
trk_1457,Dua Lipa,Sunflower Heart (Deluxe Edition),Sunflower Heart,61,253355,1,0.517,0.595,3,-11.53,1,0.329,0.068,0.0,0.314,0.298,171.55,4,dance-pop
trk_1458,Eminem,Golden World (Deluxe Edition),Golden World,90,192058,0,0.358,0.925,2,-4.8,0,0.203,0.303,0.0,0.343,0.583,163.0,4,hip-hop
trk_1459,Travis Scott,As It Was Heart (Deluxe Edition),As It Was Heart,72,187157,1,0.883,0.785,8,-5.72,0,0.269,0.765,0.0,0.078,0.529,94.67,4,hip-hop
trk_1460,Ariana Grande,Die Fantasy (Deluxe Edition),Die Fantasy,89,259965,1,0.509,0.652,5,-5.38,1,0.099,0.051,0.0,0.289,0.897,171.11,4,pop
trk_1461,Doja Cat,vampire World (Deluxe Edition),vampire World,80,206398,1,0.734,0.618,7,-11.77,0,0.214,0.505,0.0,0.123,0.896,98.2,4,dance-pop
trk_1462,Olivia Rodrigo,Sunflower Tears (Deluxe Edition),Sunflower Tears,41,203503,1,0.608,0.727,1,-13.11,1,0.283,0.455,0.0,0.334,0.654,124.73,4,pop-rock
trk_1463,Doja Cat,Humble Fantasy (Deluxe Edition),Humble Fantasy,77,147867,1,0.763,0.573,10,-13.07,0,0.046,0.172,0.0,0.238,0.296,119.35,4,dance-pop
trk_1464,Kendrick Lamar,As It Was Plan (Deluxe Edition),As It Was Plan,33,147220,1,0.392,0.839,10,-10.88,0,0.231,0.505,0.1521,0.138,0.678,150.9,4,hip-hop
trk_1465,Doja Cat,Cruel Chamber (Deluxe Edition),Cruel Chamber,85,233534,0,0.682,0.745,8,-12.73,1,0.051,0.057,0.3478,0.244,0.483,170.43,4,dance-pop
trk_1466,Harry Styles,Anti Hero (Deluxe Edition),Anti Hero,69,166982,1,0.95,0.859,11,-13.39,0,0.275,0.645,0.0,0.105,0.458,121.97,4,pop-rock
trk_1467,Coldplay,Starboy Waves (Deluxe Edition),Starboy Waves,62,168252,0,0.572,0.323,1,-7.86,1,0.232,0.246,0.0,0.249,0.594,91.69,4,rock
trk_1468,Drake,Levitating Hero (Deluxe Edition),Levitating Hero,75,168693,1,0.901,0.626,5,-3.87,1,0.2,0.445,0.2406,0.215,0.624,136.84,4,hip-hop
trk_1469,Taylor Swift,Shape You (Deluxe Edition),Shape You,62,155927,1,0.725,0.531,7,-7.96,1,0.342,0.117,0.0,0.058,0.342,110.56,4,pop
trk_1470,Taylor Swift,Starboy Chamber (Deluxe Edition),Starboy Chamber,62,196214,0,0.917,0.428,4,-12.43,0,0.108,0.78,0.0,0.071,0.174,162.99,4,pop
trk_1471,Olivia Rodrigo,God's You (Deluxe Edition),God's You,98,203221,0,0.715,0.418,11,-11.17,1,0.217,0.775,0.0,0.166,0.235,102.45,4,pop-rock
trk_1472,Dua Lipa,Lucid Waves (Deluxe Edition),Lucid Waves,85,213609,1,0.832,0.425,8,-12.22,0,0.09,0.112,0.3543,0.321,0.599,87.75,4,dance-pop
trk_1473,Harry Styles,Die You (Deluxe Edition),Die You,66,207582,0,0.679,0.319,10,-6.07,0,0.248,0.327,0.0,0.333,0.212,104.11,4,pop-rock
trk_1474,Bruno Mars,Flowers Lights (Deluxe Edition),Flowers Lights,88,148304,0,0.439,0.642,7,-10.79,0,0.15,0.573,0.0,0.12,0.764,155.65,4,r&b
trk_1475,Kendrick Lamar,Midnight Echoes (Deluxe Edition),Midnight Echoes,69,172823,1,0.798,0.572,11,-10.07,0,0.174,0.203,0.0,0.287,0.224,165.98,4,hip-hop
trk_1476,Ed Sheeran,Humble Symphony (Deluxe Edition),Humble Symphony,58,249707,1,0.442,0.77,6,-10.79,0,0.272,0.017,0.2907,0.332,0.328,161.34,4,pop
trk_1477,Doja Cat,Starboy Hour (Deluxe Edition),Starboy Hour,48,237959,1,0.409,0.888,10,-10.44,1,0.303,0.754,0.0,0.193,0.236,114.25,4,dance-pop
trk_1478,The Weeknd,Anti Symphony (Deluxe Edition),Anti Symphony,59,169672,1,0.741,0.567,11,-6.17,1,0.138,0.871,0.0,0.204,0.65,140.29,4,pop
trk_1479,Billie Eilish,Espresso Summer (Deluxe Edition),Espresso Summer,61,156940,0,0.582,0.967,11,-9.32,0,0.133,0.841,0.0,0.146,0.851,174.31,4,alt-pop
trk_1480,Bruno Mars,Anti Parade (Deluxe Edition),Anti Parade,84,140032,1,0.62,0.925,4,-11.74,0,0.091,0.381,0.0,0.256,0.191,146.36,4,r&b
trk_1481,Doja Cat,Anti Tears (Deluxe Edition),Anti Tears,72,201428,0,0.75,0.612,2,-3.4,1,0.274,0.876,0.0434,0.221,0.7,118.85,4,dance-pop
trk_1482,Bad Bunny,Flowers Heart (Deluxe Edition),Flowers Heart,81,234157,0,0.811,0.513,7,-12.34,1,0.344,0.536,0.0,0.11,0.373,104.48,4,reggaeton
trk_1483,Harry Styles,Levitating World (Deluxe Edition),Levitating World,96,211923,1,0.515,0.761,3,-7.1,1,0.246,0.736,0.0,0.08,0.43,112.88,4,pop-rock
trk_1484,Travis Scott,vampire Echoes (Deluxe Edition),vampire Echoes,54,189243,1,0.881,0.637,10,-8.28,1,0.057,0.788,0.0,0.288,0.504,133.67,4,hip-hop
trk_1485,The Weeknd,Midnight Parade (Deluxe Edition),Midnight Parade,50,158957,0,0.403,0.977,0,-10.73,0,0.188,0.134,0.0,0.184,0.5,169.99,4,pop
trk_1486,Bruno Mars,Espresso Symphony (Deluxe Edition),Espresso Symphony,87,180496,0,0.923,0.377,6,-7.51,1,0.158,0.211,0.0,0.265,0.281,131.37,4,r&b
trk_1487,Kendrick Lamar,vampire Heart (Deluxe Edition),vampire Heart,75,254726,1,0.835,0.789,2,-11.73,0,0.206,0.201,0.0,0.239,0.185,89.69,4,hip-hop
trk_1488,Bruno Mars,Espresso Tears (Deluxe Edition),Espresso Tears,54,170945,0,0.869,0.976,4,-6.29,1,0.331,0.662,0.0,0.244,0.703,160.2,4,r&b
trk_1489,Eminem,Blinding Heart (Deluxe Edition),Blinding Heart,54,224271,1,0.917,0.363,1,-6.81,0,0.302,0.543,0.0,0.237,0.759,88.29,4,hip-hop
trk_1490,Taylor Swift,Starboy Plan (Deluxe Edition),Starboy Plan,64,182635,0,0.698,0.501,6,-5.04,1,0.035,0.759,0.0,0.104,0.497,153.89,4,pop
trk_1491,Travis Scott,Anti Lights (Deluxe Edition),Anti Lights,44,196158,1,0.44,0.509,6,-9.54,1,0.336,0.408,0.0,0.139,0.176,125.29,4,hip-hop
trk_1492,Travis Scott,Peaches Hero (Deluxe Edition),Peaches Hero,57,193744,1,0.906,0.355,5,-6.56,1,0.216,0.534,0.0,0.198,0.913,173.69,4,hip-hop
trk_1493,Ariana Grande,Sunflower Lover (Deluxe Edition),Sunflower Lover,78,215960,1,0.368,0.902,3,-9.97,1,0.036,0.026,0.0,0.117,0.472,165.92,4,pop
trk_1494,Ariana Grande,Golden Parade (Deluxe Edition),Golden Parade,62,182209,1,0.386,0.503,10,-12.19,0,0.245,0.14,0.0,0.333,0.177,92.23,4,pop
trk_1495,Bad Bunny,Sunflower You (Deluxe Edition),Sunflower You,85,160214,0,0.411,0.775,5,-11.9,1,0.188,0.844,0.0,0.118,0.911,174.59,4,reggaeton
trk_1496,Ariana Grande,Die Lights (Deluxe Edition),Die Lights,42,224079,0,0.352,0.394,2,-10.73,0,0.288,0.157,0.0,0.321,0.704,104.31,4,pop
trk_1497,Coldplay,Shape Memories (Deluxe Edition),Shape Memories,81,195569,0,0.414,0.668,10,-10.96,1,0.257,0.787,0.0,0.233,0.452,128.54,4,rock
trk_1498,Olivia Rodrigo,Espresso Chamber (Deluxe Edition),Espresso Chamber,87,155168,0,0.651,0.311,7,-4.61,1,0.272,0.748,0.0394,0.312,0.197,104.27,4,pop-rock
trk_1499,Eminem,Levitating Hero (Deluxe Edition),Levitating Hero,59,188209,1,0.63,0.521,2,-6.11,0,0.078,0.833,0.3526,0.151,0.471,173.71,4,hip-hop
trk_1500,Justin Bieber,Greedy Lights (Deluxe Edition),Greedy Lights,59,210773,1,0.604,0.646,5,-7.42,1,0.268,0.263,0.0,0.061,0.676,143.05,4,pop
trk_1501,Coldplay,As It Was Symphony (Deluxe Edition),As It Was Symphony,59,151354,1,0.867,0.547,6,-4.47,0,0.233,0.421,0.0,0.337,0.712,137.57,4,rock
trk_1502,Dua Lipa,Sunflower Summer (Deluxe Edition),Sunflower Summer,79,193190,0,0.397,0.775,4,-4.72,0,0.203,0.61,0.0,0.334,0.367,164.86,4,dance-pop
trk_1503,The Weeknd,Levitating Lover (Deluxe Edition),Levitating Lover,70,150441,1,0.751,0.959,10,-9.18,1,0.275,0.527,0.0,0.278,0.449,100.68,4,pop
trk_1504,Drake,Shape Tears (Deluxe Edition),Shape Tears,87,147668,0,0.493,0.333,11,-7.65,0,0.172,0.403,0.0,0.057,0.338,111.68,4,hip-hop
trk_1505,Drake,Cruel Lover (Deluxe Edition),Cruel Lover,40,151944,0,0.652,0.493,6,-11.85,0,0.214,0.562,0.0,0.15,0.576,170.19,4,hip-hop
trk_1506,Justin Bieber,Starboy Tears (Deluxe Edition),Starboy Tears,88,200495,0,0.585,0.564,5,-4.82,0,0.335,0.693,0.0,0.328,0.759,171.42,4,pop
trk_1507,Bruno Mars,Starboy Nights (Deluxe Edition),Starboy Nights,65,174083,1,0.815,0.563,7,-7.63,1,0.054,0.172,0.0,0.336,0.517,126.55,4,r&b
trk_1508,SZA,Starboy Plan (Deluxe Edition),Starboy Plan,42,164226,0,0.495,0.543,2,-10.23,1,0.076,0.345,0.0,0.23,0.333,113.52,4,r&b
trk_1509,Kendrick Lamar,Cruel Hour (Deluxe Edition),Cruel Hour,77,181322,1,0.408,0.47,7,-11.46,0,0.24,0.687,0.0384,0.334,0.81,90.02,4,hip-hop
trk_1510,Bad Bunny,Levitating Dreams (Deluxe Edition),Levitating Dreams,56,209374,1,0.921,0.591,2,-5.85,0,0.178,0.341,0.3052,0.248,0.827,131.26,4,reggaeton
trk_1511,Dua Lipa,Humble Tears (Deluxe Edition),Humble Tears,53,192916,1,0.601,0.595,4,-11.19,1,0.113,0.197,0.0,0.187,0.478,85.02,4,dance-pop
trk_1512,Olivia Rodrigo,Midnight Plan (Deluxe Edition),Midnight Plan,43,177438,0,0.883,0.758,0,-6.99,1,0.263,0.183,0.1443,0.173,0.344,159.58,4,pop-rock
trk_1513,Imagine Dragons,Save Plan (Deluxe Edition),Save Plan,45,240599,0,0.614,0.614,8,-10.11,1,0.276,0.733,0.0,0.289,0.461,114.49,4,rock
trk_1514,Bad Bunny,Golden Vibes (Deluxe Edition),Golden Vibes,72,231356,1,0.596,0.872,8,-7.6,1,0.134,0.526,0.0,0.135,0.572,108.56,4,reggaeton
trk_1515,Justin Bieber,Save Parade (Deluxe Edition),Save Parade,67,142020,1,0.739,0.627,5,-10.58,0,0.226,0.766,0.0,0.189,0.733,102.85,4,pop
trk_1516,Imagine Dragons,Levitating Echoes (Deluxe Edition),Levitating Echoes,45,168651,1,0.815,0.474,2,-8.84,0,0.272,0.843,0.2579,0.231,0.257,105.8,4,rock
trk_1517,Taylor Swift,Espresso Hour (Deluxe Edition),Espresso Hour,62,200592,0,0.556,0.413,10,-6.86,1,0.205,0.318,0.0,0.338,0.354,89.18,4,pop
trk_1518,Taylor Swift,Espresso You (Deluxe Edition),Espresso You,88,143317,0,0.463,0.889,3,-4.11,1,0.341,0.737,0.0,0.296,0.313,154.62,4,pop
trk_1519,Olivia Rodrigo,Starboy Summer (Deluxe Edition),Starboy Summer,74,249144,1,0.465,0.716,5,-3.99,0,0.069,0.045,0.0,0.083,0.548,142.42,4,pop-rock
trk_1520,Drake,God's Chamber (Deluxe Edition),God's Chamber,76,221604,0,0.409,0.877,4,-13.42,1,0.253,0.602,0.0,0.106,0.163,154.23,4,hip-hop
trk_1521,Dua Lipa,Peaches Heart (Deluxe Edition),Peaches Heart,63,184842,1,0.683,0.477,5,-7.52,1,0.206,0.712,0.1228,0.205,0.336,105.83,4,dance-pop
trk_1522,SZA,Levitating Waves (Deluxe Edition),Levitating Waves,85,171940,0,0.589,0.483,7,-10.9,0,0.343,0.301,0.0,0.183,0.822,95.33,4,r&b
trk_1523,Travis Scott,Sunflower Echoes (Deluxe Edition),Sunflower Echoes,60,186058,0,0.372,0.309,11,-7.65,0,0.201,0.286,0.0,0.177,0.45,153.53,4,hip-hop
trk_1524,Dua Lipa,Sunflower Echoes (Deluxe Edition),Sunflower Echoes,20,221704,1,0.634,0.338,1,-10.3,1,0.317,0.735,0.0,0.228,0.384,114.74,4,dance-pop
trk_1525,Ed Sheeran,God's Chamber (Deluxe Edition),God's Chamber,69,249470,1,0.753,0.922,2,-5.14,0,0.224,0.232,0.0082,0.165,0.796,130.41,4,pop
trk_1526,Justin Bieber,Midnight Dreams (Deluxe Edition),Midnight Dreams,92,251679,1,0.638,0.641,9,-12.97,0,0.343,0.322,0.0,0.228,0.516,104.83,4,pop
trk_1527,Kendrick Lamar,Shape Memories (Deluxe Edition),Shape Memories,64,154912,0,0.744,0.899,7,-4.21,0,0.256,0.604,0.0,0.262,0.19,125.23,4,hip-hop
trk_1528,Harry Styles,Shape Lover (Deluxe Edition),Shape Lover,61,166764,0,0.779,0.561,3,-7.21,1,0.293,0.292,0.0,0.288,0.587,135.76,4,pop-rock
trk_1529,SZA,Levitating Heart (Deluxe Edition),Levitating Heart,69,174688,1,0.622,0.656,3,-4.11,0,0.136,0.371,0.0,0.166,0.368,106.27,4,r&b
trk_1530,Imagine Dragons,As It Was Chamber (Deluxe Edition),As It Was Chamber,66,196110,0,0.388,0.666,7,-13.13,0,0.334,0.543,0.0,0.308,0.559,168.07,4,rock
trk_1531,Taylor Swift,Shape Dreams (Deluxe Edition),Shape Dreams,88,163396,0,0.72,0.667,7,-6.88,1,0.311,0.87,0.0,0.14,0.206,149.93,4,pop
trk_1532,Eminem,Flowers Memories (Deluxe Edition),Flowers Memories,82,177147,1,0.439,0.824,3,-3.63,1,0.034,0.265,0.0,0.216,0.621,153.74,4,hip-hop
trk_1533,Olivia Rodrigo,God's Hero (Deluxe Edition),God's Hero,57,258133,1,0.444,0.407,3,-4.66,1,0.136,0.451,0.2293,0.34,0.252,167.11,4,pop-rock
trk_1534,Kendrick Lamar,Levitating Chamber (Deluxe Edition),Levitating Chamber,83,185877,0,0.668,0.955,8,-12.02,1,0.261,0.791,0.0,0.084,0.257,86.21,4,hip-hop
trk_1535,Eminem,God's Hour (Deluxe Edition),God's Hour,44,143960,1,0.947,0.304,5,-7.51,1,0.056,0.733,0.057,0.222,0.477,156.72,4,hip-hop
trk_1536,Billie Eilish,Lucid Summer (Deluxe Edition),Lucid Summer,60,228652,0,0.753,0.639,5,-13.8,0,0.122,0.752,0.0,0.285,0.67,156.55,4,alt-pop
trk_1537,Drake,Sunflower Echoes (Deluxe Edition),Sunflower Echoes,60,251901,0,0.496,0.351,8,-13.75,0,0.27,0.366,0.0,0.162,0.578,157.26,4,hip-hop
trk_1538,Bad Bunny,Anti Fantasy (Deluxe Edition),Anti Fantasy,55,140152,0,0.73,0.799,6,-12.51,0,0.037,0.349,0.0,0.34,0.806,98.75,4,reggaeton
trk_1539,Olivia Rodrigo,Save Nights (Deluxe Edition),Save Nights,81,218605,1,0.932,0.767,1,-3.05,1,0.286,0.386,0.0,0.245,0.625,112.61,4,pop-rock
trk_1540,Dua Lipa,vampire Waves (Deluxe Edition),vampire Waves,68,180474,1,0.481,0.766,4,-12.51,0,0.092,0.598,0.0,0.277,0.703,129.05,4,dance-pop
trk_1541,Justin Bieber,Save Hero (Deluxe Edition),Save Hero,29,212497,0,0.404,0.349,6,-6.08,1,0.142,0.587,0.0,0.084,0.859,112.79,4,pop
trk_1542,The Weeknd,Blinding Dreams (Deluxe Edition),Blinding Dreams,49,173071,0,0.713,0.485,9,-11.33,0,0.086,0.062,0.0,0.287,0.311,99.7,4,pop
trk_1543,Doja Cat,Shape Nights (Deluxe Edition),Shape Nights,94,239830,0,0.841,0.92,7,-7.03,0,0.291,0.665,0.0,0.117,0.503,123.33,4,dance-pop
trk_1544,Kendrick Lamar,Humble Hero (Deluxe Edition),Humble Hero,86,229059,1,0.4,0.624,0,-10.09,0,0.052,0.841,0.0,0.16,0.457,98.39,4,hip-hop
trk_1545,Drake,Sunflower Memories (Deluxe Edition),Sunflower Memories,63,249564,0,0.793,0.655,5,-8.29,1,0.324,0.224,0.0,0.267,0.658,158.66,4,hip-hop
trk_1546,Bruno Mars,vampire Lover (Deluxe Edition),vampire Lover,41,226300,0,0.387,0.882,1,-3.79,0,0.314,0.433,0.0,0.199,0.486,124.67,4,r&b
trk_1547,SZA,Starboy Dreams (Deluxe Edition),Starboy Dreams,75,213095,1,0.837,0.629,7,-5.79,1,0.292,0.509,0.0,0.241,0.372,146.52,4,r&b
trk_1548,SZA,Peaches Vibes (Deluxe Edition),Peaches Vibes,67,223002,1,0.783,0.729,7,-3.34,0,0.288,0.766,0.0,0.13,0.342,85.38,4,r&b
trk_1549,Billie Eilish,As It Was Vibes (Deluxe Edition),As It Was Vibes,64,259580,0,0.798,0.593,10,-10.81,0,0.257,0.814,0.0,0.333,0.661,87.21,4,alt-pop
trk_1550,Taylor Swift,As It Was Chamber (Deluxe Edition),As It Was Chamber,63,158438,0,0.902,0.451,0,-7.57,1,0.174,0.087,0.0,0.3,0.236,142.15,4,pop
trk_1551,Coldplay,Shape Hour (Deluxe Edition),Shape Hour,65,234144,0,0.779,0.509,0,-13.87,0,0.322,0.354,0.0,0.084,0.168,107.41,4,rock
trk_1552,Imagine Dragons,vampire Lights (Deluxe Edition),vampire Lights,35,181691,1,0.853,0.779,0,-5.13,0,0.083,0.053,0.0,0.225,0.638,121.45,4,rock
trk_1553,Drake,Cruel Lover (Deluxe Edition),Cruel Lover,86,190353,0,0.824,0.304,10,-6.48,0,0.332,0.096,0.2958,0.332,0.461,173.21,4,hip-hop
trk_1554,Imagine Dragons,Die Summer (Deluxe Edition),Die Summer,55,185057,1,0.627,0.322,6,-12.79,0,0.268,0.274,0.0,0.164,0.337,155.22,4,rock
trk_1555,Bad Bunny,Anti Summer (Deluxe Edition),Anti Summer,69,193945,1,0.747,0.612,5,-6.39,0,0.118,0.337,0.0,0.19,0.765,120.97,4,reggaeton
trk_1556,Travis Scott,Sunflower Lover (Deluxe Edition),Sunflower Lover,55,242335,0,0.526,0.595,1,-12.9,1,0.329,0.253,0.0,0.204,0.654,154.52,4,hip-hop
trk_1557,Billie Eilish,Espresso Hero (Deluxe Edition),Espresso Hero,86,205759,1,0.417,0.524,6,-13.75,1,0.272,0.27,0.0,0.164,0.329,173.53,4,alt-pop
trk_1558,Billie Eilish,vampire Parade (Deluxe Edition),vampire Parade,78,178497,0,0.616,0.73,6,-10.3,1,0.181,0.606,0.0,0.175,0.793,120.67,4,alt-pop
trk_1559,Ed Sheeran,Sunflower Plan (Deluxe Edition),Sunflower Plan,60,173510,1,0.628,0.49,11,-12.95,1,0.348,0.744,0.0,0.186,0.687,86.54,4,pop
trk_1560,Bad Bunny,Shape You (Deluxe Edition),Shape You,67,179127,1,0.779,0.795,10,-8.85,0,0.154,0.416,0.0,0.122,0.674,102.95,4,reggaeton
trk_1561,Coldplay,Sunflower Symphony (Deluxe Edition),Sunflower Symphony,93,163136,0,0.594,0.884,6,-11.51,0,0.13,0.467,0.0,0.143,0.258,104.96,4,rock
trk_1562,Doja Cat,vampire Waves (Deluxe Edition),vampire Waves,61,198851,1,0.387,0.707,1,-5.87,1,0.205,0.554,0.1432,0.147,0.855,123.2,4,dance-pop
trk_1563,Harry Styles,Levitating Lights (Deluxe Edition),Levitating Lights,81,208889,1,0.525,0.558,1,-13.85,0,0.328,0.659,0.0,0.312,0.257,165.92,4,pop-rock
trk_1564,Eminem,vampire Lights (Deluxe Edition),vampire Lights,57,175401,1,0.493,0.343,1,-12.54,1,0.076,0.607,0.0,0.116,0.518,102.7,4,hip-hop
trk_1565,Bruno Mars,As It Was Fantasy (Deluxe Edition),As It Was Fantasy,79,190337,0,0.407,0.659,10,-4.46,1,0.148,0.216,0.0,0.119,0.227,138.02,4,r&b
trk_1566,Billie Eilish,Cruel Echoes (Deluxe Edition),Cruel Echoes,66,179491,0,0.49,0.764,4,-9.46,0,0.229,0.765,0.0,0.293,0.839,153.98,4,alt-pop
trk_1567,Dua Lipa,Flowers You (Deluxe Edition),Flowers You,90,233281,1,0.399,0.719,1,-11.58,0,0.141,0.549,0.0,0.225,0.228,156.85,4,dance-pop
trk_1568,Ed Sheeran,Cruel Fantasy (Deluxe Edition),Cruel Fantasy,87,223448,1,0.936,0.756,1,-9.8,0,0.284,0.215,0.0,0.279,0.525,116.16,4,pop
trk_1569,Doja Cat,Humble Plan (Deluxe Edition),Humble Plan,44,170832,0,0.62,0.894,8,-9.67,1,0.138,0.475,0.0,0.261,0.899,99.09,4,dance-pop
trk_1570,Travis Scott,Save Dreams (Deluxe Edition),Save Dreams,51,254848,1,0.453,0.702,9,-13.04,0,0.097,0.573,0.0,0.275,0.796,105.38,4,hip-hop
trk_1571,Doja Cat,Die Waves (Deluxe Edition),Die Waves,38,258666,1,0.532,0.863,6,-5.69,0,0.097,0.667,0.0,0.314,0.845,131.57,4,dance-pop
trk_1572,Bruno Mars,As It Was Lover (Deluxe Edition),As It Was Lover,64,192431,0,0.86,0.608,6,-7.0,0,0.133,0.105,0.0,0.16,0.159,134.33,4,r&b
trk_1573,Bruno Mars,Golden You (Deluxe Edition),Golden You,47,237456,0,0.69,0.595,0,-13.9,0,0.208,0.732,0.0,0.282,0.296,102.03,4,r&b
trk_1574,Olivia Rodrigo,Cruel Tears (Deluxe Edition),Cruel Tears,64,158504,0,0.938,0.769,8,-8.19,1,0.03,0.692,0.0,0.235,0.398,161.16,4,pop-rock
trk_1575,Taylor Swift,Midnight Fantasy (Deluxe Edition),Midnight Fantasy,100,211239,1,0.949,0.34,6,-9.93,1,0.245,0.724,0.0,0.338,0.708,138.74,4,pop
trk_1576,Kendrick Lamar,Cruel Symphony (Deluxe Edition),Cruel Symphony,63,157037,1,0.757,0.6,5,-12.73,1,0.115,0.792,0.0,0.201,0.542,119.46,4,hip-hop
trk_1577,Ed Sheeran,Humble Echoes (Deluxe Edition),Humble Echoes,63,147364,0,0.515,0.936,6,-3.1,0,0.3,0.554,0.0,0.057,0.653,130.41,4,pop
trk_1578,Eminem,Golden Symphony (Deluxe Edition),Golden Symphony,60,157468,0,0.407,0.952,3,-12.67,1,0.041,0.026,0.0,0.204,0.366,101.06,4,hip-hop
trk_1579,Olivia Rodrigo,Golden Fantasy (Deluxe Edition),Golden Fantasy,92,216489,0,0.922,0.353,3,-7.93,1,0.302,0.271,0.0211,0.19,0.268,123.48,4,pop-rock
trk_1580,Coldplay,Save Tears (Deluxe Edition),Save Tears,56,236693,0,0.367,0.371,9,-8.47,1,0.217,0.874,0.3783,0.193,0.594,101.98,4,rock
trk_1581,Travis Scott,Sunflower Symphony (Deluxe Edition),Sunflower Symphony,70,210429,1,0.567,0.596,0,-7.63,0,0.082,0.816,0.0,0.22,0.68,132.69,4,hip-hop
trk_1582,Imagine Dragons,Save Parade (Deluxe Edition),Save Parade,76,225708,0,0.867,0.626,6,-3.5,0,0.317,0.098,0.2704,0.223,0.541,146.28,4,rock
trk_1583,Kendrick Lamar,Shape Hour (Deluxe Edition),Shape Hour,72,154078,0,0.375,0.826,4,-10.83,0,0.16,0.531,0.0,0.224,0.253,101.57,4,hip-hop
trk_1584,Billie Eilish,Cruel Parade (Deluxe Edition),Cruel Parade,72,176263,1,0.93,0.955,2,-4.68,1,0.253,0.068,0.0,0.11,0.166,144.66,4,alt-pop
trk_1585,Travis Scott,Levitating Lover (Deluxe Edition),Levitating Lover,79,195863,1,0.473,0.498,2,-5.41,0,0.237,0.403,0.0,0.267,0.871,162.98,4,hip-hop
trk_1586,Billie Eilish,Flowers Chamber (Deluxe Edition),Flowers Chamber,53,214016,0,0.723,0.863,5,-6.23,0,0.193,0.397,0.0,0.27,0.776,154.33,4,alt-pop
trk_1587,Imagine Dragons,Cruel Memories (Deluxe Edition),Cruel Memories,70,231791,0,0.726,0.847,6,-7.85,0,0.206,0.675,0.0,0.137,0.491,116.33,4,rock
trk_1588,Coldplay,Blinding Chamber (Deluxe Edition),Blinding Chamber,96,145979,0,0.623,0.6,6,-8.23,1,0.298,0.768,0.0,0.153,0.502,112.82,4,rock
trk_1589,Imagine Dragons,Sunflower Heart (Deluxe Edition),Sunflower Heart,68,150619,1,0.414,0.419,3,-13.37,0,0.223,0.483,0.0,0.286,0.907,142.05,4,rock
trk_1590,Bad Bunny,Peaches Vibes (Deluxe Edition),Peaches Vibes,69,147429,0,0.76,0.458,2,-11.4,0,0.203,0.374,0.0,0.188,0.83,95.67,4,reggaeton
trk_1591,Kendrick Lamar,Midnight Dreams (Deluxe Edition),Midnight Dreams,61,236750,0,0.724,0.649,3,-6.86,0,0.188,0.303,0.0,0.081,0.283,102.52,4,hip-hop
trk_1592,Bruno Mars,Cruel Summer (Deluxe Edition),Cruel Summer,35,181821,0,0.589,0.636,11,-7.35,0,0.241,0.428,0.0,0.072,0.749,165.4,4,r&b
trk_1593,Post Malone,Blinding Lover (Deluxe Edition),Blinding Lover,62,255899,1,0.389,0.799,9,-5.46,1,0.053,0.096,0.0,0.069,0.274,121.42,4,hip-hop
trk_1594,SZA,vampire World (Deluxe Edition),vampire World,84,249849,1,0.425,0.533,9,-7.73,0,0.28,0.641,0.0,0.218,0.154,165.51,4,r&b
trk_1595,Dua Lipa,Starboy Hero (Deluxe Edition),Starboy Hero,70,210554,0,0.63,0.616,8,-12.15,0,0.17,0.775,0.0,0.275,0.784,156.24,4,dance-pop
trk_1596,Drake,Lucid Hour (Deluxe Edition),Lucid Hour,59,249570,0,0.863,0.557,1,-8.16,0,0.103,0.719,0.0,0.274,0.735,164.5,4,hip-hop
trk_1597,Taylor Swift,Die Symphony (Deluxe Edition),Die Symphony,57,201624,1,0.566,0.463,2,-3.51,1,0.092,0.22,0.0,0.287,0.846,172.79,4,pop
